day,price_mean,price_median,price_std,price_skew,price_kurtosis,price_count,ret_1s_mean,ret_1s_median,ret_1s_std,ret_1s_skew,ret_1s_kurtosis,ret_1s_count,ret_1m_mean,ret_1m_median,ret_1m_std,ret_1m_skew,ret_1m_kurtosis,ret_1m_count,ret_5m_mean,ret_5m_median,ret_5m_std,ret_5m_skew,ret_5m_kurtosis,ret_5m_count
17,99.78492743261171,99.73327901924272,0.3879762952771511,0.42102781539160505,-1.0170956073162591,23340,-3.1204704562075277e-07,0.0,5.666504400405766e-05,0.44868296028430255,241.0307886330903,23339,-1.8961532717733607e-05,0.0,0.0003622288754618577,-0.13565554450751868,0.9279175307608374,23280,-0.00010098118889046677,-5.86424282501552e-05,0.0007771868777385876,-0.19311156659852138,-0.15760086549379304,23040
18,100.02977671228503,99.9979492858388,0.12809225505725028,0.3120322111466624,-1.1636088049927085,23340,-1.4052154314850966e-08,0.0,2.9942375348148856e-05,-0.33653903108942024,5.714369672458579,23339,-2.101732935792027e-06,0.0,0.00022626413094271248,-0.08922083487459631,0.5342982332139541,23280,-1.5609761123884322e-05,2.0293536785231936e-05,0.000472196630282709,-0.3159265698840133,-0.05263395776005497,23040
19,100.3861253477229,100.37529085040909,0.1541460115675055,-0.1572874128762727,-0.3253337514916126,23340,8.426896237740147e-08,0.0,3.832830978546685e-05,-0.1917217796737823,7.54919936950202,23339,5.960092618197071e-06,0.0,0.0002935764467487849,-0.19550180770331407,2.0585125450194086,23280,3.2300440456513546e-05,6.994562561812856e-05,0.000670391952370968,-0.18230304600526503,0.6686982832592214,23040
20,100.35780037436393,100.40894220283532,0.2598236232176731,-1.1750508494418634,1.1754572084379697,23340,2.743648611416585e-07,0.0,3.8253045149265655e-05,-0.7057865544193611,11.117129596372257,23339,1.7065060999602057e-05,2.0237017127389123e-05,0.00030429465635465345,-0.30997906179992835,1.5909765709069337,23280,9.8419773142803e-05,7.780516480759836e-05,0.0007865022534161486,-0.26399046481543875,2.343724123684474,23040
21,99.91619037965327,100.12093239989792,0.43612967808680286,-0.7197085229640368,-0.9303720124485397,23340,-3.6811579949195525e-07,0.0,4.316886940466801e-05,-0.7768985199890962,10.381706290379116,23339,-2.4227187291962494e-05,-1.6674214942669074e-06,0.0003315792739816322,-0.3824628691929818,1.1316678962479525,23280,-0.00013573671617293627,-6.71531539934711e-05,0.0008088183821650074,-0.4159496754126956,0.6256831383584447,23040
22,99.87389689524592,99.94126903931688,0.2449502250188527,-0.546619441976142,-1.05435980673592,23340,-1.6142703077785713e-07,0.0,4.602843172418574e-05,-0.3179121044254153,8.272082058987213,23339,-8.07102426288856e-06,1.6533298062171298e-05,0.0003438807500168174,-0.19453020654190134,3.022090312436222,23280,-4.124744481428491e-05,0.0,0.0007372640869035094,-0.5581163140887825,1.390254456797127,23040
23,100.2383042418795,100.23867156422972,0.21211519205985405,-0.04130316611507443,-1.3409517436224196,23340,2.5511586340638597e-07,0.0,3.401698243132177e-05,-1.927540645132417,84.16331750510471,23339,1.588412498629557e-05,1.63541658440014e-05,0.00023833561326703267,-0.1946228449208634,2.409523847755141,23280,7.876755594843675e-05,6.77139761646739e-05,0.0004458872384551138,-0.17846061643386552,0.9025871644659902,23040
24,100.2440416622766,100.2576042801942,0.0803986444470615,-1.0575811602814411,1.0072722650665336,23340,5.401990323940527e-08,0.0,2.3713821886523653e-05,-1.1321042464483386,47.18558244946877,23339,3.3240446689991085e-06,0.0,0.00015416444448361008,-0.028786068863068892,2.472547416337534,23280,1.779723912758592e-05,3.300031722242025e-05,0.00030682075607666245,-0.2305266363088907,0.5691505895369375,23040
25,100.26257784682171,100.3248093315388,0.21765793831227392,-0.00617112508053183,-1.2956678075468921,23340,3.0741911555470346e-07,0.0,1.978894711798141e-05,-0.4223102626577997,19.62529649155719,23339,1.9914350149545093e-05,1.787150388721237e-05,0.00013914765069514195,0.24906628770104414,1.3263612946196908,23280,0.00010213563177448026,8.501220495760187e-05,0.00029957807666943886,0.6189879978379332,1.0162308858194065,23040
26,99.95907305586371,99.95548289050193,0.10356522185145918,0.07509603869115322,-0.2917553078995043,23340,6.914856726794901e-08,0.0,3.407200036806765e-05,-1.3736108749564606,22.548564606237598,23339,4.253477425568052e-06,1.1136105481091008e-05,0.00025856823860743826,-0.09136464877027867,0.9011686308703921,23280,1.732133409726663e-05,4.455037533701578e-05,0.000520031065690749,-0.287664621616559,0.8994449807392786,23040
27,100.19032832363492,100.19322489235635,0.0838668041737692,-0.006561349655216901,0.7241553477367142,23340,1.624771163497287e-07,0.0,2.7291952218696274e-05,-0.22298686098089665,5.393330663653719,23339,1.2297955070161604e-05,1.8344921208557352e-05,0.00021561743072511915,0.1265908150577591,1.2504561119013289,23280,5.9152282075498585e-05,5.510046651746592e-05,0.0004752531024139744,0.22823685510026462,1.732965575253142,23040
28,100.80915452085117,100.91314440000366,0.3047886694306955,-1.104158168964946,0.23148516383028417,23340,5.051903450364225e-07,0.0,6.518856548436958e-05,-3.366733272993939,148.05825066824082,23339,3.2796457354697865e-05,3.575962700563817e-05,0.0004738576587848945,-0.8902341846678866,8.65214389010869,23280,0.00016602178352098285,0.0001512516072906811,0.0009937995401767682,-0.28891433410106215,2.977678895940434,23040
29,99.69841078590845,99.72158168929884,0.12601440152808926,-0.21744446196987702,-1.1803533737242065,23340,-2.3207113414708092e-07,0.0,3.3431017340112547e-05,-0.362000194494636,13.396481969326741,23339,-1.351606718377616e-05,0.0,0.0002576180521718191,-0.8953469735765545,4.184300582774928,23280,-6.0801548278479065e-05,-5.644950087368983e-06,0.0005876296605364408,-1.3020788220565485,4.935831800665693,23040
30,99.4454265456424,99.40384760937992,0.2873433406330055,0.18198111963945882,-0.5462241749547001,23340,-2.429197594787956e-07,0.0,4.463623555227283e-05,-0.8389654000682502,9.76705029550522,23339,-1.4752906802319119e-05,-8.95503688191912e-06,0.00030632519125432437,-0.20291029291285556,1.2099793828674308,23280,-6.181698092321727e-05,-3.580219288706887e-05,0.0007334911020741381,-0.08671630915413514,1.3742807080302608,23040
31,100.14819071707919,100.12849097804848,0.13812405528149135,0.5247127659889904,-0.03689390841355289,23340,1.3155663906787532e-07,0.0,3.921343291068827e-05,-1.0146134623428245,16.24948135677669,23339,5.885543315512697e-06,2.2964221742416413e-05,0.00029014516748054154,-0.5762316163965397,2.3518659249093714,23280,2.2535715169574708e-05,4.5924752299364435e-05,0.0006504962736022529,-0.28838677771047666,0.4973852353043906,23040
32,100.04318005691363,100.0731429349028,0.1674591787921312,-0.5387596464264759,-0.2510822678766136,23340,1.1307559704622962e-07,0.0,5.849297753294243e-05,0.25861435323509596,7.653891384215051,23339,6.324485500854297e-06,0.0,0.000422037982237273,-0.13434750719910396,1.3368948360125872,23280,3.3095421241813526e-05,5.0934650842826557e-05,0.0009414229981593924,-0.08937085522676425,0.4067659592306412,23040
33,99.80047811531274,99.6185593883048,0.47659621898550664,0.6568948803923773,-0.9048201232086703,23340,-1.9397797850200905e-07,0.0,8.707570677940656e-05,0.23205867872081234,5.3378247625799204,23339,-1.2431222595380987e-05,-3.463503384509847e-05,0.0006740306307051843,0.3399529080105966,1.6474176427748661,23280,-4.6341577892657083e-05,-9.605817352653645e-07,0.001532421168833167,-0.0065058118257843,-0.07608428265550149,23040
34,99.56446474219625,99.53216880831916,0.17228896382575612,0.9854292061672083,0.8897920049440464,23340,-2.0018746716259265e-07,0.0,3.829580920656688e-05,-0.6969686990854703,11.523193195575002,23339,-1.3084277939096186e-05,-1.787357857274685e-07,0.0002764616940547908,-0.12023591018237452,1.7414949164059639,23280,-7.926555417150009e-05,-2.376051400698742e-05,0.0005195810278432331,-0.42076805582571536,0.27006791199666047,23040
35,100.75343232727217,100.80138207378982,0.21717306426610777,-1.025625937931362,1.3935410154547858,23340,4.3283836720775496e-07,0.0,3.783204440235071e-05,1.1658760011159197,25.104541504869875,23339,2.6241699700900977e-05,1.681209129877903e-05,0.00027859654524565357,0.7085326966538378,2.4601174707335574,23280,0.00012696853386606345,0.00011682853488903522,0.0005744401637727893,0.13959737261011074,0.2718489777623794,23040
36,100.966038820065,101.14262823569808,0.8613406873478878,-0.25778798922212437,-1.3793644634117173,23340,8.03058123208175e-07,0.0,0.00016422327064050677,0.11310489314792305,19.717881134428765,23339,5.249335972766854e-05,3.6448841071123894e-05,0.0011916123188061493,0.2787166800078806,1.9554598683389157,23280,0.00030303889635851177,0.0002997742327677244,0.002373954408419135,0.05041470267572351,2.1445160562993184,23040
37,100.0222170348024,100.01787459238683,0.09826384651335486,-0.260712509625084,-0.7468696430912924,23340,-2.443951655601016e-08,0.0,3.1648157710358884e-05,-0.6440741454526011,11.224100817311411,23339,-1.9003297861162393e-06,2.191912937288265e-05,0.00023667919376506292,-1.5656766516374525,12.150694213298216,23280,-9.379767441767233e-06,2.1979350400935793e-05,0.000498304008492084,-0.7601451833706552,1.725895316019466,23040
38,99.78347791160677,99.78382044380392,0.17885387222199386,0.15036613127070245,-0.6792760526357808,23340,7.709837813957597e-08,0.0,4.2097205832082905e-05,-0.1822510336578395,28.148446733034383,23339,5.098656557279511e-06,0.0,0.0003309689892763482,0.044726801876110424,1.7490009287775345,23280,2.5127982132963422e-05,4.260349988227663e-05,0.0007117321278261705,-0.15858423108510303,0.8628464268004512,23040
39,100.11229312808518,100.1032735775526,0.13947617140066343,0.3570448884185165,0.08536709747069793,23340,8.187651317352181e-08,0.0,6.002812354045693e-05,0.14438711237459476,9.19913868320474,23339,8.274677690879578e-06,0.0,0.00045126532745050775,0.19828656381632467,2.4571376440898867,23280,3.723744994168418e-05,3.874649045609857e-05,0.0010033409706691797,-0.059533239889687325,1.671380650785939,23040
40,100.36168827523346,100.44169462380094,0.22033330179395283,-0.8587183283043509,-0.5210675110367746,23340,2.1242001399419263e-07,0.0,3.4003781735680244e-05,0.4935027346478222,28.107649317725254,23339,1.4015801071656614e-05,1.6807146428265973e-05,0.00024335634177100846,-0.5793555793672044,4.157121677689344,23280,8.199556922842307e-05,0.00010103648847525903,0.00045519612500921874,-0.24221448770891243,1.2847601756876186,23040
41,100.21708593954517,100.23417636825909,0.16864860426666947,-0.319694659371476,-0.5341370488633195,23340,4.463035010572866e-08,0.0,3.730368209556532e-05,0.1873650549381199,7.696942684258531,23339,6.3822520038300545e-06,0.0,0.00027038254452709957,-0.020138090450277646,1.5713792438574012,23280,4.175771104335598e-05,3.3379322626481134e-05,0.0005801964384792671,0.0449157898626851,-0.002184879705630305,23040
42,100.19204384468327,100.1936702881436,0.0766764507963931,0.2518408486974925,0.04140202485614486,23340,1.674290311909253e-07,0.0,1.8651967553271997e-05,0.26367879649928055,10.547328450299364,23339,9.92494181367052e-06,7.262662678475529e-06,0.00013187517064755538,0.2887064181188672,1.7012703932174453,23280,4.716533360231674e-05,2.8280809585057298e-05,0.0002831614790962715,0.4208067563452627,-0.01519442950503258,23040
43,100.52543025584089,100.55828023095003,0.13930945194190553,-1.4342568547735253,1.9674624352879881,23340,2.582164035067932e-07,0.0,2.6893150847239693e-05,-0.2400999294940021,10.175342767769152,23339,1.4328899255189067e-05,5.871863643869268e-06,0.00019939988538946647,0.4194119265880658,2.7676111550974962,23280,6.701763709472252e-05,3.449584341508327e-05,0.0004335566710458802,0.9696678272555606,3.0592528691640553,23040
44,99.59138235169684,99.6150355231448,0.2253681854073427,-0.3621491242460913,-0.3884474217556302,23340,-6.284903582374727e-08,0.0,4.234516261109839e-05,-0.11597769526639469,6.294429382952085,23339,-4.000569646444175e-06,1.570462736943945e-05,0.0003260960981428207,-0.4021236290139198,1.223593696650572,23280,-1.0664188468363635e-05,5.2482773079232103e-05,0.0007711920034195258,-0.7077914532909256,1.0366234075550294,23040
45,99.8988411482426,99.90786377159095,0.13040719177255117,-0.0417203430968404,-0.5893531675751276,23340,-1.0804793308857838e-07,0.0,3.266170135379587e-05,-0.8550232436539926,17.98691823765529,23339,-9.85779954228541e-06,0.0,0.00023610705808547336,-0.3865043449423713,2.026791025055182,23280,-4.9668902216035354e-05,-4.414815300468611e-05,0.0004712572493883694,-0.17058109861391269,0.1943103477605006,23040
46,100.26649517352739,100.28645016427544,0.12426783647379465,-0.5061015932498785,-0.20283068814334104,23340,2.8371329479155136e-07,0.0,2.351668393485083e-05,-0.314641452110563,16.589756635476302,23339,1.5871223174734668e-05,1.645440484421279e-05,0.0001595827090259547,-0.11246602765776047,3.1162007699368486,23280,7.577936051099961e-05,4.945109286902394e-05,0.0003328378602182406,0.6294269046037867,1.4476833788608987,23040
47,99.90940762021309,99.89915288422752,0.11238319669222732,0.820063803017113,0.3160281171791435,23340,2.2913767907297546e-08,0.0,2.5208916894235826e-05,0.08263420454265279,15.463160477825253,23339,5.528402075640886e-07,0.0,0.00018465109508632662,-0.28655221145153636,2.333039600575294,23280,-3.1793736667608147e-06,1.550483769185984e-05,0.0004256201858431037,-0.11827162791373527,0.20121723325036678,23040
48,100.05168208612339,100.04869264832884,0.08334545160027648,0.18178877700667065,-0.2265536854245922,23340,-7.344479063044659e-09,0.0,3.25320889065808e-05,-0.7321330082112175,15.119605916428453,23339,7.852216799168835e-07,0.0,0.00024179511817872226,-0.09660303744765886,1.0169618540849124,23280,1.0700118990455282e-06,0.0,0.0004915308663168373,0.07165156062554462,0.37934043534392137,23040
49,100.48961921792008,100.53427343020373,0.2826261107098177,-0.5324028674015021,-0.5289848537961035,23340,4.22006955535472e-07,0.0,4.9218795890140734e-05,0.371500892071896,10.66686650472989,23339,2.6405849707757323e-05,8.619979118051901e-06,0.00035161053900430286,0.3628382163209698,3.0400048758982887,23280,0.00013477330167968683,3.355690624984309e-05,0.0008273920086720052,0.723752693414212,1.9017520196610853,23040
50,100.01416664020262,100.0268552502014,0.14617264246250244,-0.2221381551447274,-0.3865612676072012,23340,-8.299143594648558e-08,0.0,3.202310209623345e-05,0.008808217949248957,3.862300811813425,23339,-5.588427524883921e-06,0.0,0.00022173070897239198,-0.04797387630723651,1.7565516540880273,23280,-3.705328050425314e-05,-2.2589767063263544e-05,0.0004903298600031791,-0.009690352452822343,0.7308018333501769,23040
51,100.0541294531309,100.05627813906952,0.22307771409060845,-0.5069760971663702,0.02388284564536791,23340,1.1894697372429967e-07,0.0,8.380643868245847e-05,-0.1808276652330138,34.980971104845466,23339,6.380074633321928e-06,0.0,0.0006694959426208136,1.0911624964595887,12.20489735683027,23280,2.6410107565608845e-05,0.00010715114054249408,0.0015566502284780728,0.44331752340828495,5.5716418313209175,23040
52,99.97729072436717,99.98842378218188,0.15172413863625162,-0.21055183944340028,-1.092802892257442,23340,6.71300968563265e-08,0.0,2.7821852976081006e-05,-0.1804879682403958,23.478890428680714,23339,4.204542425093426e-06,7.884577213346233e-06,0.00019228241433136671,-0.3965003283550664,3.5097303781307385,23280,2.80770811595437e-05,6.931967659773441e-05,0.00040082313290004386,-0.7261441306553104,2.0158953855256074,23040
53,100.42272427561721,100.45407543946408,0.15523392103037723,-1.6109694364901481,2.1302642545891564,23340,3.106374160478519e-07,0.0,3.6429891060612265e-05,-0.013646649870372535,3.905666235455302,23339,1.849203688307597e-05,1.1190313664366514e-05,0.00025417230917142825,-0.028884224832186427,1.333785000069649,23280,8.615417356500672e-05,8.957663842401598e-05,0.0004985695099604962,0.21588294152351112,0.3584157377165256,23040
54,99.99561827132969,100.15184491572606,0.32968156889885913,-0.7956761936407164,-0.49024705055372975,23340,6.632081541456036e-08,0.0,5.117828255995593e-05,-0.3315377706102559,6.934333825687119,23339,2.274533256640734e-06,1.6073006057770733e-05,0.0004079962292358575,-0.3169649498996222,3.316756755422351,23280,3.1013930647272004e-05,0.00010094212654276902,0.0010861457733669646,-1.080508972626904,5.4717187682604695,23040
55,100.72446368059188,100.77002352849672,0.2746617047647355,-0.6935235848060192,-0.4307388068506519,23340,3.438056479141775e-07,0.0,4.6612226129068304e-05,0.31638072398179984,14.837575169423362,23339,2.070312832814943e-05,1.9320498084174353e-05,0.0003602109633808942,-0.24171213546907436,1.7400998185527232,23280,0.00010313294050502281,7.727900619913797e-05,0.0007937028742070397,0.26777963960884565,0.009172894977412582,23040
56,100.13635826161514,100.19477925018316,0.16819547886485026,-0.4751155147695888,-1.0753117859889458,23340,1.6009150218977476e-07,0.0,3.488860568762765e-05,-1.4072569058938647,40.70061911072207,23339,8.745603223519192e-06,1.6602746094385168e-05,0.0002703983073229056,-1.4457620891671088,10.866953688888021,23280,4.3656497547837664e-05,6.646947389410407e-05,0.0005826285012824775,-0.6768978072367563,3.9077084563436895,23040
57,100.07579001414254,100.06919836357277,0.06119201847391688,0.34821138394499423,-0.3865306758810929,23340,-6.977559608543703e-09,0.0,1.9544529730299608e-05,-0.9000477304212042,31.029363823028024,23339,1.8082122363812498e-09,0.0,0.00013876881094927095,-0.19543132933573387,1.8087469624399777,23280,3.8029967410371904e-06,2.346868530311852e-05,0.0003052000029996932,-0.15973766046385499,1.643239496251657,23040
58,99.61517499612198,99.59764674060048,0.19249274612432485,0.28770217814311155,0.26526048490088927,23340,-3.9087112327226434e-07,0.0,6.440694366254868e-05,0.2581930340187599,75.07628818732337,23339,-2.516244002520303e-05,-3.386329396987131e-05,0.0005239313670103293,0.24822279097883143,1.3428562296976176,23280,-0.00012395809487369638,-0.00015247702230436477,0.0010799990586660014,0.17421712606636397,0.5777391265818057,23040
59,100.05525710337152,100.09404809888488,0.13251173845776618,-0.9563888852018967,-0.07932367364877013,23340,-6.0947789850497105e-09,0.0,3.526651092477901e-05,-0.06507526774742385,3.775614248607885,23339,-1.8082805769677042e-06,0.0,0.0002755814972910505,-0.26312587841109625,1.2686810611342567,23280,-9.981289637924826e-06,4.470272686640797e-05,0.0006143190288930823,-0.5209238518132866,1.1077395472569727,23040
60,100.00730828252298,100.04333490343852,0.10143882593736288,-2.046129773267567,3.3996802229628478,17280,-1.9792849276602148e-07,0.0,2.5329462172897996e-05,-2.450927357215171,71.10624711115966,17279,-1.211408976305939e-05,0.0,0.0002008896988730261,-1.6314206460208966,18.76977137734754,17220,-5.668292420654397e-05,-1.826329784798686e-05,0.0003770669967731789,-2.032287614270632,12.375970266148041,16980
61,100.26072116088022,100.17312582279853,0.2779928868817141,0.6425559963003272,-0.5214878453854346,17136,4.390335037048635e-07,0.0,5.052548046884948e-05,-0.3219402386943414,6.33878214831217,17135,2.4337474839074233e-05,4.137125859327018e-05,0.0003830643458853285,-1.0269898175672922,6.364307366251452,17076,0.0001224709119090679,0.00014340515541522159,0.0008232089442764646,-0.42042497376764654,2.7256741416737764,16836
62,100.39844700495036,100.40543712523738,0.16087838071797092,-0.4702266978271967,-0.6060085256005006,14832,3.9998237795296893e-07,0.0,3.044245284252429e-05,-0.5201124151040915,27.212504154481433,14831,2.2362445213480496e-05,1.665525149741054e-05,0.00021733516760559992,0.27383397384546015,1.7766749623420046,14772,0.00010988809797741058,8.504945061027502e-05,0.00042818179522318784,0.2995626305437163,0.5555820088457222,14532
63,99.82093511180587,99.81598273583484,0.23170405024197974,-0.06528166040892804,-1.2633567044573883,14976,-1.0688175208132112e-07,0.0,5.597892786366915e-05,0.2296351626349677,14.612879814083609,14975,-1.3571425388511337e-06,0.0,0.00043036269160221484,0.2671056260997481,6.309694399681266,14916,8.247371669085371e-06,8.378647854390131e-05,0.0009012074245707707,-0.3911945506941847,1.6196038099826389,14676
64,99.98588201913097,99.9842425940192,0.06453669032524266,-0.10295048927716265,-0.896033487836025,14688,-8.645930772251725e-08,0.0,3.518437481276073e-05,-0.33066329944098677,5.849245342965348,14687,-4.736422680255558e-06,0.0,0.00024560015874907905,0.09033897623023776,1.1118657834342338,14628,-2.5180073254626455e-05,-3.4989503148841195e-05,0.00044716508646400953,0.2960625612561006,0.3068170622481281,14388
80,100.0375463092623,100.02139283833596,0.08259863792084819,0.47547605576420787,-0.844984158473248,23340,1.434265503487829e-08,0.0,2.205638978177899e-05,0.042343783561048516,13.625671243036072,23339,1.0843789217381333e-06,0.0,0.0001567327134379424,-0.13006264322545769,0.9175977977461955,23280,-4.83066514447334e-07,1.644520457833032e-05,0.00032788344598628404,0.09007320824115006,0.6279737014195108,23040
81,100.18143626648965,100.2054706562219,0.12406119099520106,-0.6494415896727942,-0.6832209493343226,23340,1.2253841285667752e-07,0.0,2.3911576154922456e-05,-0.19206878369232164,7.163033228352571,23339,7.498792579004859e-06,8.005764150054162e-06,0.00017720029046358737,-0.29162376296350356,4.789204169956513,23280,3.666741682839084e-05,3.211097560584797e-05,0.0004066757331901958,0.12238726494740718,5.18358094157494,23040
82,100.25108613275955,100.24138393455814,0.1192705519428605,-0.0941318629609987,-0.36596507178607984,23340,1.2081290565303708e-07,0.0,2.5291590022014908e-05,0.016865675020899147,6.8933112900319795,23339,6.709153554728648e-06,1.1781042538738795e-05,0.0001654858510642747,-0.3026515220241422,1.4009592761489502,23280,2.9670060469823836e-05,3.347672534426138e-05,0.00034885685372444046,-0.04267282884945259,0.6129682005344224,23040
